t Pi r1 r2
550500 3.144187 0.187789 0.711623
550600 3.144175 1.368986 0.547026
550700 3.144225 2.341194 0.604609
550800 3.144186 2.187606 0.173023
550900 3.144137 1.956778 0.475623
551000 3.144170 0.967362 0.348794
551100 3.144166 2.249289 0.169609
551200 3.144154 0.830785 0.800381
551300 3.144114 0.282025 0.405419
551400 3.144111 1.685874 0.163228
551500 3.144125 1.744717 0.308630
551600 3.144166 0.245036 0.411233
551700 3.144226 2.673421 0.378279
551800 3.144240 2.135684 0.015733
551900 3.144201 2.081691 0.952357
552000 3.144197 2.581660 0.215839
552100 3.144239 0.070631 0.925233
552200 3.144280 1.230432 0.728616
552300 3.144267 2.601099 0.739233
552400 3.144291 1.259694 0.357704
552500 3.144251 2.536157 0.603916
552600 3.144239 0.570464 0.394364
552700 3.144244 2.977495 0.470915
552800 3.144241 0.905081 0.963778
552900 3.144282 1.377597 0.815373
553000 3.144288 0.912392 0.212484
553100 3.144329 0.478930 0.318246
553200 3.144254 0.708144 0.056688
553300 3.144295 2.363759 0.026057
553400 3.144300 0.663834 0.653157
553500 3.144261 0.900187 0.998911
553600 3.144284 2.475109 0.963910
553700 3.144245 1.730192 0.996578
553800 3.144295 0.379871 0.300003
553900 3.144292 0.953495 0.171470
554000 3.144342 2.748249 0.979937
554100 3.144365 1.115808 0.672196
554200 3.144406 3.123678 0.364164
554300 3.144376 1.412328 0.049938
554400 3.144328 1.870231 0.809560
554500 3.144297 1.775123 0.345199
554600 3.144312 0.381477 0.340082
554700 3.144210 1.516306 0.418542
554800 3.144144 0.412485 0.375377
554900 3.144176 0.346464 0.826369
555000 3.144200 2.543673 0.809996
555100 3.144170 1.634228 0.620550
555200 3.144148 0.790467 0.519498
555300 3.144171 2.123886 0.036432
555400 3.144141 0.579542 0.255937
555500 3.144156 3.055322 0.405090
555600 3.144117 1.007819 0.394338
555700 3.144015 2.348305 0.018153
555800 3.144003 0.025922 0.837953
555900 3.143964 1.759549 0.416169
556000 3.143952 2.245933 0.151718
556100 3.143930 2.790118 0.016182
556200 3.143971 1.764611 0.999699
556300 3.143941 1.794868 0.166416
556400 3.143911 1.453947 0.559400
556500 3.143881 3.041808 0.779166
556600 3.143825 0.513127 0.998717
556700 3.143803 2.786560 0.030605
556800 3.143738 0.459456 0.122420
556900 3.143797 1.637302 0.395320
557000 3.143784 1.107735 0.102532
557100 3.143763 0.443930 0.642722
557200 3.143769 1.151518 0.623325
557300 3.143748 0.551705 0.231354
557400 3.143842 2.534430 0.073699
557500 3.143865 1.615594 0.905378
557600 3.143782 2.065664 0.385141
557700 3.143778 2.363787 0.015969
557800 3.143749 1.185694 0.444443
557900 3.143736 2.163918 0.214754
558000 3.143688 1.045581 0.499684
558100 3.143667 1.305055 0.215779
558200 3.143770 0.198811 0.607393
558300 3.143767 0.370903 0.673916
558400 3.143799 1.040206 0.871778
558500 3.143822 2.943095 0.836838
558600 3.143854 0.518797 0.902268
558700 3.143868 0.006788 0.103222
558800 3.143768 2.852547 0.641703
558900 3.143809 0.806736 0.320822
559000 3.143832 0.171057 0.796992
559100 3.143828 2.979532 0.610482
559200 3.143807 1.416530 0.300187
559300 3.143804 0.416883 0.261116
559400 3.143756 2.580307 0.495459
559500 3.143780 1.841174 0.452353
559600 3.143749 1.837435 0.712854
559700 3.143826 0.738944 0.146410
559800 3.143822 0.722939 0.202561
559900 3.143836 2.767092 0.788834
560000 3.143798 0.075273 0.766582
560100 3.143777 0.602209 0.877936
560200 3.143729 0.867936 0.356493
560300 3.143753 0.922603 0.940982
560400 3.143784 3.078175 0.266784
560500 3.143834 2.992484 0.681546
560600 3.143795 1.955120 0.465917
560700 3.143748 0.945959 0.681386
560800 3.143771 0.592625 0.306443
560900 3.143741 1.367364 0.468897
561000 3.143703 1.101610 0.751773
561100 3.143655 0.036170 0.971817
561200 3.143661 2.247385 0.456248
561300 3.143631 1.040246 0.637421
561400 3.143619 1.411256 0.468620
561500 3.143624 1.461844 0.672231
561600 3.143656 0.651637 0.015547
561700 3.143670 3.088992 0.676884
561800 3.143658 1.256037 0.607149
561900 3.143690 1.296987 0.292531
562000 3.143704 0.446757 0.958022
562100 3.143692 3.010742 0.450733
562200 3.143645 3.129181 0.092036
562300 3.143641 1.993363 0.298925
562400 3.143664 0.531867 0.181574
562500 3.143608 2.063820 0.431006
562600 3.143614 3.066312 0.752213
562700 3.143575 0.050616 0.157957
562800 3.143572 2.460201 0.973369
562900 3.143586 0.156395 0.462357
563000 3.143565 2.405132 0.931506
563100 3.143571 2.771752 0.643878
563200 3.143541 1.261200 0.980816
563300 3.143564 0.315748 0.017411
563400 3.143517 0.491797 0.397429
563500 3.143435 2.286250 0.594421
563600 3.143502 0.264262 0.476459
563700 3.143428 0.445943 0.139997
563800 3.143478 1.949566 0.974994
563900 3.143448 0.293484 0.064681
564000 3.143392 0.899022 0.695286
564100 3.143485 0.532668 0.208908
564200 3.143569 2.952576 0.991728
564300 3.143601 0.365141 0.710046
564400 3.143624 2.095498 0.961583
564500 3.143647 1.081430 0.242869
564600 3.143661 1.775280 0.222352
564700 3.143623 2.011253 0.669270
564800 3.143698 0.946775 0.277641
564900 3.143686 0.456135 0.884585
565000 3.143674 1.850467 0.462986
565100 3.143723 1.585228 0.834068
565200 3.143668 0.252699 0.681374
565300 3.143699 1.741492 0.113676
565400 3.143748 2.214958 0.878198
565500 3.143719 2.442629 0.228383
565600 3.143733 1.182946 0.858824
565700 3.143747 2.149490 0.130427
565800 3.143770 0.293428 0.076537
565900 3.143854 2.958862 0.147900
566000 3.143842 1.328669 0.724105
566100 3.143821 2.385154 0.446102
566200 3.143835 1.691422 0.495232
566300 3.143814 1.637922 0.141396
566400 3.143785 1.215807 0.078191
566500 3.143808 2.867537 0.299271
566600 3.143857 1.262251 0.077500
566700 3.143775 0.030154 0.037809
566800 3.143780 0.529181 0.981475
566900 3.143777 0.133309 0.215939
567000 3.143843 0.035486 0.950804
567100 3.143814 0.765973 0.474956
567200 3.143889 3.086842 0.175357
567300 3.143912 2.589766 0.079694
567400 3.143856 2.228045 0.752941
567500 3.143818 2.778244 0.427106
567600 3.143797 2.617000 0.073677
567700 3.143802 1.779209 0.908553
567800 3.143773 2.713903 0.141928
567900 3.143822 0.724313 0.479329
568000 3.143793 1.318177 0.263662
568100 3.143772 1.677994 0.315774
568200 3.143725 0.735782 0.999379
568300 3.143696 0.415796 0.393725
568400 3.143675 2.948968 0.548453
568500 3.143620 0.097445 0.877549
568600 3.143590 2.791735 0.487648
568700 3.143587 0.066400 0.838069
568800 3.143601 0.989262 0.653538
568900 3.143641 2.042192 0.481860
569000 3.143638 2.336835 0.306207
569100 3.143687 1.426281 0.089755
569200 3.143701 1.849067 0.092533
569300 3.143671 0.589510 0.035339
569400 3.143633 1.779046 0.371342
569500 3.143665 0.033031 0.072760
569600 3.143670 0.977476 0.626474
569700 3.143710 0.411694 0.451553
569800 3.143689 1.065953 0.284119
569900 3.143729 1.811907 0.376980
570000 3.143726 2.748988 0.636531
570100 3.143714 0.844575 0.939949
570200 3.143694 1.993127 0.378630
570300 3.143682 1.560187 0.912601
570400 3.143626 1.283653 0.415900
570500 3.143623 0.011780 0.562241
570600 3.143594 0.774165 0.374146
570700 3.143513 1.915732 0.328751
570800 3.143544 0.921053 0.057453
570900 3.143506 2.241808 0.552929
571000 3.143468 0.787117 0.938898
571100 3.143439 1.739341 0.084664
571200 3.143367 1.240960 0.378823
571300 3.143381 1.115913 0.059858
571400 3.143377 0.343680 0.001247
571500 3.143331 1.751457 0.547851
571600 3.143328 0.231874 0.747908
571700 3.143342 2.505255 0.113326
571800 3.143364 1.589397 0.543897
571900 3.143404 1.123695 0.735418
572000 3.143367 1.266466 0.371718
572100 3.143363 2.508031 0.630167
572200 3.143421 0.044724 0.224671
572300 3.143452 2.984679 0.139412
572400 3.143457 0.072301 0.280050
572500 3.143437 0.241116 0.293307
572600 3.143408 1.429412 0.283254
572700 3.143370 0.253341 0.428795
572800 3.143384 2.856628 0.802659
572900 3.143363 2.519620 0.891631
573000 3.143455 2.815354 0.609889
573100 3.143443 0.398483 0.578633
573200 3.143500 0.441574 0.876862
573300 3.143523 2.679554 0.614238
573400 3.143520 0.710161 0.166544
573500 3.143585 2.942672 0.185619
573600 3.143556 0.386417 0.018218
573700 3.143588 2.973990 0.654704
573800 3.143601 2.511256 0.723523
573900 3.143684 1.188628 0.984983
574000 3.143672 1.163003 0.472827
574100 3.143678 1.833265 0.317821
574200 3.143614 2.483579 0.735090
574300 3.143594 2.302900 0.723371
574400 3.143625 1.893287 0.224221
574500 3.143639 2.222313 0.803261
574600 3.143601 2.156272 0.008089
574700 3.143624 3.078840 0.496423
574800 3.143629 2.793324 0.919165
574900 3.143583 0.524720 0.468116
575000 3.143519 2.826564 0.164150
575100 3.143551 0.431504 0.403077
575200 3.143547 2.900936 0.769479
575300 3.143587 0.870196 0.497699
575400 3.143575 0.231659 0.328689
575500 3.143632 2.441005 0.069526
575600 3.143612 0.037343 0.740922
575700 3.143634 2.339235 0.441442
575800 3.143596 0.538031 0.092342
575900 3.143585 2.639429 0.459136
576000 3.143590 0.604001 0.288860
576100 3.143578 0.454580 0.439287
576200 3.143558 1.086321 0.874092
576300 3.143580 2.753089 0.947282
576400 3.143680 2.708598 0.230580
576500 3.143668 0.112900 0.105106
576600 3.143665 1.034779 0.950162
576700 3.143610 2.980885 0.587092
576800 3.143538 2.361763 0.175926
576900 3.143578 2.119375 0.236981
577000 3.143540 2.731405 0.547424
577100 3.143435 2.503269 0.685661
577200 3.143406 2.079794 0.022531
577300 3.143334 2.193440 0.953022
577400 3.143339 1.316923 0.416516
577500 3.143379 0.814130 0.388622
577600 3.143401 1.219222 0.746486
577700 3.143313 0.307731 0.162782
577800 3.143258 0.222166 0.341436
577900 3.143229 0.030446 0.479711
578000 3.143252 2.287844 0.795141
578100 3.143266 1.484571 0.342161
578200 3.143245 0.016500 0.350502
578300 3.143268 3.075724 0.648812
578400 3.143265 0.043349 0.337777
578500 3.143287 1.263875 0.282389
578600 3.143318 1.444208 0.188136
578700 3.143221 0.768121 0.097188
578800 3.143209 0.873650 0.623462
578900 3.143232 0.819152 0.442920
579000 3.143246 0.701623 0.534723
579100 3.143302 1.729052 0.269303
579200 3.143205 0.228091 0.980588
579300 3.143262 1.142195 0.008815
579400 3.143224 1.892625 0.779239
579500 3.143153 2.142985 0.794661
579600 3.143150 2.191069 0.396913
579700 3.143155 1.156418 0.785624
579800 3.143203 2.964702 0.703175
579900 3.143217 1.110083 0.733263
580000 3.143291 0.707498 0.641311
580100 3.143279 0.352560 0.706884
580200 3.143276 2.574867 0.005179
580300 3.143290 1.591758 0.497581
580400 3.143321 2.695451 0.255908
580500 3.143317 2.636884 0.914060
580600 3.143374 0.119036 0.707338
580700 3.143456 0.425152 0.953569
580800 3.143470 2.598439 0.727929
580900 3.143398 2.071384 0.805579
581000 3.143395 0.832943 0.187868
581100 3.143375 1.113123 0.624064
581200 3.143389 2.875197 0.081630
581300 3.143343 2.246942 0.558205
581400 3.143365 2.528188 0.520410
581500 3.143320 0.546323 0.311984
581600 3.143300 2.566348 0.514674
581700 3.143364 3.134498 0.892002
581800 3.143378 2.778962 0.037758
581900 3.143384 3.134298 0.054714
582000 3.143414 2.854785 0.782691
582100 3.143360 0.917000 0.022553
582200 3.143382 0.577051 0.325550
582300 3.143371 1.778374 0.752592
582400 3.143384 1.212013 0.554172
582500 3.143466 0.838298 0.444191
582600 3.143455 0.188623 0.130814
582700 3.143409 1.719113 0.855314
582800 3.143389 2.878403 0.006717
582900 3.143326 0.478105 0.931345
583000 3.143357 0.318717 0.510966
583100 3.143379 2.711508 0.365519
583200 3.143325 1.998507 0.372335
583300 3.143339 0.522477 0.454996
583400 3.143344 1.674843 0.209537
583500 3.143350 2.431549 0.668178
583600 3.143355 0.045740 0.604303
583700 3.143343 0.766576 0.561772
583800 3.143315 3.086962 0.727421
583900 3.143235 0.490651 0.295194
584000 3.143249 0.802787 0.940166
584100 3.143263 1.785745 0.562447
584200 3.143243 0.846375 0.245082
584300 3.143214 0.569342 0.691433
584400 3.143220 1.092144 0.952244
584500 3.143217 2.848844 0.952212
584600 3.143197 0.468809 0.905408
584700 3.143185 2.953718 0.811864
584800 3.143216 2.165646 0.351064
584900 3.143289 1.929819 0.492130
585000 3.143302 1.686039 0.578642
585100 3.143350 2.388303 0.214598
585200 3.143355 2.672053 0.293091
585300 3.143369 1.975194 0.899370
585400 3.143366 2.134770 0.995928
585500 3.143388 2.953834 0.764491
585600 3.143410 0.053442 0.863366
585700 3.143432 0.996508 0.124209
585800 3.143463 0.197841 0.869744
585900 3.143451 2.345073 0.557790
586000 3.143524 2.718133 0.638170
586100 3.143512 2.329132 0.852322
586200 3.143576 2.852963 0.782279
586300 3.143607 2.239348 0.237249
586400 3.143629 1.205133 0.556336
586500 3.143617 1.682364 0.165462
586600 3.143690 0.598121 0.699307
586700 3.143695 2.189368 0.656417
586800 3.143717 1.805481 0.934227
586900 3.143790 2.656276 0.436392
587000 3.143778 1.532502 0.243470
587100 3.143758 2.668788 0.720574
587200 3.143755 0.325969 0.061480
587300 3.143727 2.585426 0.732139
587400 3.143841 0.335972 0.978299
587500 3.143888 3.050988 0.084322
587600 3.143893 2.123663 0.726594
587700 3.143907 0.241392 0.021109
587800 3.143946 0.075466 0.821462
587900 3.143951 2.056885 0.778734
588000 3.143990 0.033866 0.634624
588100 3.144003 1.306874 0.857086
588200 3.144000 2.176750 0.260997
588300 3.144005 2.804199 0.602985
588400 3.143918 1.654411 0.908792
588500 3.143932 3.114712 0.239249
588600 3.143937 0.078074 0.049969
588700 3.143984 1.123860 0.901708
588800 3.144140 0.327380 0.181224
588900 3.144179 1.390630 0.479602
589000 3.144100 2.579854 0.675328
589100 3.144055 0.535504 0.792128
589200 3.144027 1.551140 0.439727
589300 3.143981 0.281056 0.608575
589400 3.144053 2.099678 0.734868
589500 3.144084 1.625830 0.831262
589600 3.144064 2.180012 0.272129
589700 3.144111 2.630562 0.704525
589800 3.144108 0.369444 0.514389
589900 3.144054 2.789253 0.788138
590000 3.144068 2.791491 0.368688
590100 3.144123 1.428429 0.704510
590200 3.144086 0.868366 0.900558
590300 3.144083 0.179088 0.712558
590400 3.144071 0.727784 0.416210
590500 3.144127 0.442263 0.656661
590600 3.144107 2.805789 0.313318
590700 3.144104 2.743850 0.752557
590800 3.144142 2.716983 0.404900
590900 3.144122 2.617884 0.401667
591000 3.144094 1.559131 0.142639
591100 3.144099 1.362437 0.230622
591200 3.144054 2.077108 0.639813
591300 3.144092 0.656102 0.822242
591400 3.144148 0.360514 0.204867
591500 3.144111 0.145050 0.051734
591600 3.144158 2.987994 0.917222
591700 3.144180 2.470240 0.297121
591800 3.144201 3.097934 0.081460
591900 3.144190 1.849528 0.817292
592000 3.144186 2.842561 0.345552
592100 3.144208 1.768688 0.070867
592200 3.144180 1.240781 0.590882
592300 3.144127 0.328691 0.884091
592400 3.144065 2.066549 0.166446
592500 3.144062 2.617531 0.870166
592600 3.144067 0.673513 0.385605
592700 3.144063 3.052773 0.783780
592800 3.143969 1.520013 0.408646
592900 3.143991 2.845167 0.472434
593000 3.143945 1.825117 0.535549
593100 3.143934 1.054290 0.068467
593200 3.143931 2.326884 0.188568
593300 3.143936 1.902369 0.871815
593400 3.143958 0.497282 0.694891
593500 3.144004 1.095266 0.132041
593600 3.143968 1.037601 0.529181
593700 3.143923 2.964110 0.086978
593800 3.143912 1.453128 0.795102
593900 3.144017 3.064725 0.883618
594000 3.143997 2.684394 0.968964
594100 3.144002 2.899162 0.098949
594200 3.143974 1.720496 0.425624
594300 3.143962 0.021738 0.616307
594400 3.143942 0.103757 0.577617
594500 3.143947 2.357451 0.698655
594600 3.143894 1.225378 0.287875
594700 3.143899 1.848445 0.232038
594800 3.143904 0.978536 0.814825
594900 3.143918 2.103351 0.626839
595000 3.143906 0.708029 0.612090
595100 3.143878 2.572844 0.415622
595200 3.143925 2.977972 0.392140
595300 3.143947 2.768064 0.456477
595400 3.143927 1.772026 0.936225
595500 3.144015 0.649705 0.625959
595600 3.144078 0.359295 0.957043
595700 3.144133 0.414400 0.138360
595800 3.144097 1.873310 0.850938
595900 3.144052 0.089380 0.413999
596000 3.144057 0.832255 0.516539
596100 3.143954 1.828282 0.380541
596200 3.143901 1.225446 0.082905
596300 3.143915 1.852530 0.406917
596400 3.143920 1.776742 0.489843
596500 3.143933 0.275163 0.186599
596600 3.143963 2.530612 0.918261
596700 3.143919 0.963634 0.778742
596800 3.143874 2.575038 0.748205
596900 3.143945 2.319482 0.518377
597000 3.143917 1.396772 0.221197
597100 3.143914 2.445543 0.871346
597200 3.143878 1.356681 0.853768
597300 3.143899 1.818984 0.383367
597400 3.143813 1.107165 0.234000
597500 3.143827 2.531862 0.227951
597600 3.143840 2.234865 0.431209
597700 3.143837 2.716117 0.047054
597800 3.143792 1.755791 0.486343
597900 3.143674 2.422251 0.453788
598000 3.143662 1.885140 0.749612
598100 3.143634 1.170252 0.238623
598200 3.143615 0.029972 0.389242
598300 3.143628 1.351153 0.629840
598400 3.143691 2.415388 0.602254
598500 3.143646 2.364680 0.601790
598600 3.143602 1.822854 0.692109
598700 3.143591 2.217591 0.491776
598800 3.143546 0.924728 0.950775
598900 3.143601 0.619395 0.288689
599000 3.143606 2.132806 0.252352
599100 3.143636 0.437936 0.404253
599200 3.143550 2.761837 0.709550
599300 3.143589 2.580595 0.204833
599400 3.143561 1.302547 0.803299
599500 3.143607 0.192690 0.186596
599600 3.143546 1.266397 0.938174
599700 3.143559 1.478257 0.148738
599800 3.143556 0.422848 0.519920
599900 3.143603 1.637345 0.973743
600000 3.143591 1.486127 0.995567
600100 3.143564 0.997913 0.841379
600200 3.143618 1.522471 0.843974
600300 3.143681 3.089571 0.202616
600400 3.143661 0.767660 0.489727
600500 3.143642 2.530355 0.860104
600600 3.143672 3.093033 0.150909
600700 3.143603 2.867219 0.136157
600800 3.143591 2.316216 0.278833
600900 3.143555 1.790074 0.889087
601000 3.143585 0.473732 0.664666
601100 3.143541 1.669732 0.405776
601200 3.143488 1.396333 0.252161
601300 3.143436 0.275136 0.329776
601400 3.143416 0.991726 0.632699
601500 3.143389 1.417784 0.503612
601600 3.143386 3.124047 0.096887
601700 3.143350 1.087506 0.797853
601800 3.143420 0.420268 0.631024
601900 3.143417 0.598353 0.275696
602000 3.143349 2.578772 0.046610
602100 3.143436 1.906458 0.456313
602200 3.143384 1.778778 0.659783
602300 3.143323 2.301605 0.588259
602400 3.143328 2.940457 0.998460
602500 3.143309 1.417038 0.566942
602600 3.143338 2.482280 0.676294
602700 3.143327 2.774980 0.059983
602800 3.143332 0.781938 0.733804
602900 3.143313 2.497462 0.891337
603000 3.143302 0.971025 0.558511
603100 3.143364 1.153567 0.233119
603200 3.143279 2.625396 0.238297
603300 3.143317 2.140939 0.214679
603400 3.143371 2.195122 0.159888
603500 3.143442 0.167378 0.852460
603600 3.143439 0.943622 0.526051
603700 3.143461 1.639590 0.500443
603800 3.143498 1.779874 0.040030
603900 3.143487 0.232074 0.892675
604000 3.143476 1.039884 0.798219
604100 3.143456 0.902888 0.769581
604200 3.143470 0.578437 0.450336
604300 3.143516 2.788022 0.945045
604400 3.143602 1.188347 0.179264
604500 3.143567 0.195963 0.597348
604600 3.143572 1.656397 0.664018
604700 3.143577 2.416194 0.010465
604800 3.143574 2.184701 0.534316
604900 3.143595 1.790270 0.666995
605000 3.143559 1.196498 0.844579
605100 3.143524 1.162758 0.951178
605200 3.143463 2.243074 0.378935
605300 3.143477 2.969414 0.885652
605400 3.143474 1.559864 0.969120
605500 3.143511 1.403508 0.721358
605600 3.143541 2.060486 0.954036
605700 3.143570 0.297167 0.071113
605800 3.143535 0.960653 0.593500
605900 3.143548 1.778984 0.501517
606000 3.143569 2.377626 0.129439
606100 3.143534 0.647212 0.292776
606200 3.143579 1.584594 0.957212
606300 3.143544 0.345950 0.131373
606400 3.143541 2.065378 0.608243
606500 3.143586 0.966623 0.055623
606600 3.143600 0.520427 0.020736
606700 3.143491 2.054123 0.648410
606800 3.143496 2.295312 0.690279
606900 3.143452 1.734488 0.544305
607000 3.143465 1.084637 0.632456
607100 3.143560 1.690670 0.072299
607200 3.143573 0.619506 0.258520
607300 3.143635 2.775689 0.058327
607400 3.143665 0.114923 0.265405
607500 3.143653 0.439516 0.143688
607600 3.143707 0.308487 0.297088
607700 3.143647 2.238858 0.615983
607800 3.143628 2.258539 0.907426
607900 3.143706 0.890538 0.826412
608000 3.143687 0.510932 0.365096
608100 3.143708 2.657998 0.795526
608200 3.143729 2.696668 0.297296
608300 3.143783 1.306510 0.054475
608400 3.143796 0.004692 0.772829
608500 3.143712 2.536247 0.171185
608600 3.143684 2.194702 0.137670
608700 3.143559 1.604442 0.607371
608800 3.143540 0.183808 0.923630
608900 3.143521 1.024180 0.230144
609000 3.143437 2.833629 0.273470
609100 3.143466 2.770911 0.008449
609200 3.143463 0.290413 0.143078
609300 3.143501 1.354405 0.470784
609400 3.143457 0.927952 0.463704
609500 3.143397 0.046958 0.429395
609600 3.143354 2.412855 0.572920
609700 3.143351 0.904790 0.787193
609800 3.143364 1.220182 0.846087
609900 3.143369 1.404073 0.245386
610000 3.143390 0.322653 0.435567
610100 3.143371 1.796866 0.967881
610200 3.143319 0.613525 0.232873
610300 3.143349 1.514038 0.978593
610400 3.143346 2.407147 0.578902
610500 3.143278 2.115040 0.427923
610600 3.143412 1.525863 0.660402
610700 3.143345 2.189854 0.698488
610800 3.143309 2.582434 0.615674
610900 3.143347 0.437387 0.990622
611000 3.143360 1.047284 0.690311
611100 3.143284 1.466646 0.976291
611200 3.143281 2.404921 0.124451
611300 3.143310 0.315574 0.467862
611400 3.143307 1.769492 0.589755
611500 3.143329 1.972368 0.457636
611600 3.143350 0.640123 0.294318
611700 3.143355 1.076488 0.812923
611800 3.143344 0.287991 0.353596
611900 3.143413 1.641945 0.770203
612000 3.143427 1.406278 0.625393
612100 3.143399 0.298612 0.570652
612200 3.143437 0.092317 0.675400
612300 3.143450 2.026706 0.514877
612400 3.143503 0.031447 0.093308
612500 3.143548 2.285742 0.937160
612600 3.143553 2.458629 0.162398
612700 3.143550 0.231010 0.862829
612800 3.143499 1.786534 0.141863
612900 3.143488 1.626050 0.066278
613000 3.143501 0.624059 0.636761
613100 3.143514 2.948036 0.489446
613200 3.143479 2.863655 0.481587
613300 3.143500 0.414413 0.899655
613400 3.143473 1.495674 0.479561
613500 3.143502 2.988414 0.730494
613600 3.143564 0.416740 0.328469
613700 3.143625 2.836638 0.758848
613800 3.143574 0.322587 0.341691
613900 3.143579 2.487392 0.630293
614000 3.143551 0.868849 0.789384
614100 3.143484 2.307133 0.726901
614200 3.143433 0.419300 0.395865
614300 3.143478 1.558766 0.887234
614400 3.143467 0.391522 0.432748
614500 3.143480 0.431362 0.583283
614600 3.143525 0.152795 0.386254
614700 3.143514 0.001861 0.443617
614800 3.143511 1.214847 0.171797
614900 3.143508 1.765744 0.924063
615000 3.143537 2.417193 0.712094
615100 3.143558 0.993296 0.318649
615200 3.143619 0.199968 0.603765
615300 3.143624 1.306630 0.646544
615400 3.143621 0.452756 0.172881
615500 3.143618 2.105240 0.538468
615600 3.143599 0.702700 0.010780
615700 3.143628 2.276376 0.552495
615800 3.143697 1.908411 0.451714
615900 3.143742 1.036157 0.484061
616000 3.143699 0.895235 0.011811
616100 3.143688 2.265097 0.335038
616200 3.143749 1.238647 0.881229
616300 3.143810 0.397390 0.598811
616400 3.143759 2.087408 0.609923
616500 3.143812 1.616081 0.528245
616600 3.143881 0.184623 0.569407
616700 3.143894 1.080721 0.498900
616800 3.143987 2.361949 0.809079
616900 3.143984 1.137542 0.564252
617000 3.144005 2.498455 0.903838
617100 3.144002 1.638618 0.713176
617200 3.143975 1.780325 0.070361
617300 3.143988 2.786367 0.869298
617400 3.144033 2.830598 0.553432
617500 3.143974 1.130978 0.371466
617600 3.144002 0.109706 0.375293
617700 3.144047 0.970876 0.868591
617800 3.144028 2.250511 0.541905
617900 3.144041 1.640433 0.086845
618000 3.144046 2.433510 0.611502
618100 3.143979 2.470971 0.002614
618200 3.143992 0.964066 0.823868
618300 3.143933 1.720742 0.332938
618400 3.143970 1.631458 0.450880
618500 3.144023 0.863865 0.775296
618600 3.144115 0.126138 0.494241
618700 3.144072 0.363652 0.162936
618800 3.144005 0.818528 0.358473
618900 3.143978 2.425581 0.246571
619000 3.143975 2.133311 0.786692
619100 3.143916 0.021463 0.939595
619200 3.143857 1.404418 0.235709
619300 3.143894 1.511609 0.187812
619400 3.143899 1.008044 0.075455
619500 3.143928 0.849213 0.136872
619600 3.143973 1.643712 0.875653
619700 3.144042 3.062503 0.860229
619800 3.144030 0.722702 0.304078
619900 3.144083 1.797848 0.219576
620000 3.144192 0.294270 0.092934
620100 3.144260 2.179812 0.188511
620200 3.144257 1.290087 0.982497
620300 3.144278 2.115392 0.872487
620400 3.144243 1.590420 0.012842
620500 3.144240 2.081984 0.231374
620600 3.144261 0.182902 0.521206
620700 3.144249 1.244633 0.507752
620800 3.144262 3.040895 0.969945
620900 3.144187 0.938226 0.304381
621000 3.144121 0.627083 0.169504
621100 3.144134 3.061741 0.415665
621200 3.144250 0.357524 0.313600
621300 3.144199 0.242999 0.421765
621400 3.144228 0.253135 0.782163
621500 3.144193 0.744269 0.882292
621600 3.144261 3.099954 0.215347
621700 3.144274 2.085933 0.082682
621800 3.144239 2.374773 0.297880
621900 3.144315 1.119116 0.216357
622000 3.144289 2.645908 0.973309
622100 3.144325 2.487137 0.915718
622200 3.144322 2.821783 0.210894
622300 3.144359 1.095572 0.015338
622400 3.144340 0.774463 0.118632
622500 3.144376 0.884900 0.502124
622600 3.144397 0.840461 0.494250
622700 3.144418 0.506213 0.326440
622800 3.144494 0.530991 0.088015
622900 3.144538 2.942199 0.764265
623000 3.144598 0.277209 0.947276
623100 3.144611 2.626314 0.568502
623200 3.144632 2.364788 0.575118
623300 3.144653 3.118076 0.422574
623400 3.144649 1.356052 0.838360
623500 3.144598 2.446836 0.612255
623600 3.144588 0.841402 0.123982
623700 3.144561 2.489545 0.177621
623800 3.144542 1.927805 0.493711
623900 3.144594 2.959918 0.628251
624000 3.144607 1.493182 0.130706
624100 3.144675 0.271746 0.830775
624200 3.144624 0.906637 0.286730
624300 3.144581 1.375628 0.323038
624400 3.144570 2.649859 0.614646
624500 3.144591 0.442128 0.042629
624600 3.144548 1.000876 0.790893
624700 3.144608 1.481100 0.084865
624800 3.144597 2.892037 0.955749
624900 3.144618 1.555695 0.443449
625000 3.144638 2.990227 0.025820
625100 3.144643 1.169611 0.996649
625200 3.144648 1.706619 0.480873
625300 3.144660 2.608377 0.658905
625400 3.144665 1.287069 0.043646
625500 3.144678 3.133930 0.193179
625600 3.144714 2.047856 0.485866
625700 3.144719 1.566219 0.836122
625800 3.144747 2.871309 0.276198
625900 3.144681 2.072987 0.681985
626000 3.144670 2.266753 0.635000
626100 3.144722 2.106108 0.779324
626200 3.144735 1.802406 0.999939
626300 3.144763 1.634637 0.761035
626400 3.144744 1.117420 0.944865
626500 3.144796 0.963957 0.317060
626600 3.144769 1.540297 0.950015
626700 3.144711 0.657354 0.236132
626800 3.144739 3.122802 0.652625
626900 3.144791 0.047633 0.686238
627000 3.144867 0.176285 0.650055
627100 3.144880 0.868594 0.035417
627200 3.144813 2.412888 0.120587
627300 3.144842 3.139633 0.741044
627400 3.144807 0.399380 0.644428
627500 3.144804 3.135857 0.191191
627600 3.144801 0.804619 0.151449
627700 3.144837 0.460343 0.021608
627800 3.144826 2.812629 0.727400
627900 3.144886 0.673546 0.914835
628000 3.144969 0.602674 0.488900
628100 3.144982 0.016257 0.799259
