t Pi r1 r2
77700 3.143013 2.677290 0.496563
77800 3.142799 1.831258 0.415140
77900 3.143030 0.017348 0.514410
78000 3.142627 1.859428 0.829023
78100 3.142225 1.687677 0.749060
78200 3.142392 1.616160 0.476157
78300 3.142244 0.099258 0.805860
78400 3.142725 0.947068 0.273311
78500 3.142766 0.518582 0.275827
78600 3.142931 0.569912 0.317484
78700 3.142595 1.870315 0.563392
78800 3.142447 2.683474 0.425565
78900 3.142362 2.362290 0.826457
79000 3.142590 1.616490 0.788824
79100 3.142505 2.246889 0.944073
79200 3.142670 2.801592 0.403560
79300 3.142399 1.847770 0.950955
79400 3.142625 0.124118 0.852770
79500 3.142789 0.610576 0.516775
79600 3.143263 0.165017 0.721723
79700 3.143302 2.668643 0.115028
79800 3.143836 2.004411 0.766395
79900 3.143998 0.103923 0.166644
80000 3.143604 1.467680 0.428784
80100 3.143519 0.394356 0.365640
80200 3.143557 2.621557 0.238218
80300 3.143595 0.860748 0.831970
80400 3.143449 2.627704 0.277086
80500 3.142935 2.345098 0.398003
80600 3.142974 0.020862 0.385013
80700 3.142768 1.657254 0.728421
80800 3.142318 0.387342 0.427015
80900 3.142419 0.365340 0.575727
81000 3.142153 2.412019 0.294937
81100 3.142558 0.332081 0.878726
81200 3.142354 0.323941 0.124292
81300 3.142454 2.318617 0.389971
81400 3.142554 1.985927 0.152592
81500 3.142532 1.645989 0.391089
81600 3.142692 0.714766 0.261775
81700 3.142489 2.828443 0.682836
81800 3.142649 2.638397 0.965710
81900 3.142627 1.078203 0.572180
82000 3.142545 2.665874 0.569830
82100 3.142403 1.661513 0.341700
82200 3.142202 0.399807 0.251234
82300 3.142241 2.653876 0.642556
82400 3.142519 1.154610 0.358110
82500 3.142618 0.681243 0.920626
82600 3.141999 0.803582 0.976804
82700 3.141978 3.109933 0.393706
82800 3.141361 1.872569 0.328757
82900 3.141103 1.891272 0.911736
83000 3.140846 1.394736 0.854546
83100 3.140946 0.549268 0.143273
83200 3.140749 0.804320 0.649238
83300 3.141381 2.372255 0.499408
83400 3.141125 0.039942 0.694982
83500 3.140810 0.168437 0.056553
83600 3.140614 0.720869 0.057238
83700 3.140359 1.180168 0.364055
83800 3.140223 3.086941 0.656709
83900 3.140969 0.012022 0.043202
84000 3.141361 2.431728 0.020572
84100 3.141459 2.423940 0.535131
84200 3.142143 2.810416 0.392285
84300 3.142122 1.520381 0.461876
84400 3.142628 0.298567 0.806416
84500 3.142257 3.104654 0.781242
84600 3.142120 0.382404 0.260794
84700 3.142158 0.207489 0.057134
84800 3.142021 2.373696 0.416605
84900 3.141652 0.572863 0.946553
85000 3.141516 1.777318 0.841577
85100 3.141845 2.371019 0.927267
85200 3.141767 2.958887 0.630627
85300 3.141689 0.633291 0.307663
85400 3.141958 0.997796 0.821349
85500 3.141765 2.317688 0.943140
85600 3.141342 2.122413 0.034619
85700 3.141381 2.740718 0.896197
85800 3.141189 1.774972 0.762817
85900 3.141112 1.048156 0.190399
86000 3.141093 1.410550 0.735329
86100 3.141934 2.682668 0.398351
86200 3.142430 3.082705 0.744415
86300 3.142066 0.538745 0.783618
86400 3.142161 0.591857 0.207843
86500 3.142540 1.107301 0.147654
86600 3.142292 0.288603 0.609389
86700 3.142101 2.804571 0.371689
86800 3.142195 1.108178 0.247753
86900 3.142232 2.600374 0.558994
87000 3.142155 2.979646 0.761515
87100 3.142249 1.498941 0.255978
87200 3.142456 2.092902 0.238182
87300 3.142549 1.150616 0.659592
87400 3.142472 2.967920 0.986773
87500 3.142960 1.727438 0.090088
87600 3.143390 2.842565 0.125646
87700 3.143144 1.031901 0.836494
87800 3.142954 2.321503 0.625800
87900 3.142934 2.079442 0.157459
88000 3.143082 2.912171 0.559251
88100 3.143454 0.350175 0.583682
88200 3.143040 2.464313 0.286419
88300 3.143076 0.368461 0.056152
88400 3.143223 2.122750 0.747300
88500 3.143258 2.197534 0.304336
88600 3.142847 2.220779 0.109010
88700 3.143161 0.567748 0.594863
88800 3.143196 0.898076 0.084320
88900 3.143342 1.462653 0.788860
89000 3.143377 0.495454 0.424137
89100 3.143301 2.296180 0.826792
89200 3.143446 0.763612 0.096900
89300 3.143591 2.849447 0.955357
89400 3.143460 1.992511 0.986195
89500 3.143384 1.900634 0.045821
89600 3.143474 1.997918 0.368011
89700 3.143783 0.606924 0.799492
89800 3.143982 0.323597 0.218471
89900 3.143686 1.679285 0.975933
90000 3.143501 0.495013 0.031558
90100 3.143261 1.460478 0.151253
90200 3.143624 0.201575 0.396485
90300 3.143330 1.351856 0.307024
90400 3.143419 1.693703 0.370600
90500 3.143453 1.556915 0.722783
90600 3.143378 0.021719 0.603034
90700 3.143521 0.074879 0.143039
90800 3.143772 0.731635 0.967328
90900 3.143371 2.037534 0.326466
91000 3.143459 0.697705 0.946026
91100 3.144036 2.874090 0.831439
91200 3.144665 1.820199 0.118468
91300 3.144752 1.367040 0.412805
91400 3.144567 0.596808 0.369521
91500 3.144708 0.219501 0.031149
91600 3.144902 0.193316 0.424816
91700 3.145582 0.102122 0.850269
91800 3.145667 1.758443 0.298568
91900 3.146021 1.209386 0.733068
92000 3.146482 2.323760 0.769473
92100 3.146244 2.502992 0.521248
92200 3.146113 1.734293 0.513594
92300 3.146358 0.324963 0.751435
92400 3.146228 2.683824 0.639826
92500 3.145724 0.041942 0.984179
92600 3.145861 2.605485 0.997220
92700 3.145679 1.070717 0.954002
92800 3.145816 2.517984 0.411849
92900 3.145314 0.122249 0.691516
93000 3.145611 0.208806 0.273230
93100 3.145642 0.028485 0.778783
93200 3.145726 2.653161 0.361541
93300 3.145439 1.787766 0.321398
93400 3.145258 0.564703 0.832067
93500 3.145342 0.639719 0.802555
93600 3.145478 1.198693 0.676567
93700 3.145615 2.061289 0.302931
93800 3.145909 0.616204 0.653879
93900 3.145834 1.759185 0.023215
94000 3.145285 2.641214 0.119229
94100 3.145264 0.507391 0.510262
94200 3.144979 1.517328 0.155626
94300 3.145011 2.564200 0.943280
94400 3.144727 0.386193 0.377069
94500 3.144497 3.126949 0.518974
94600 3.144058 1.611123 0.820705
94700 3.144038 0.244016 0.905740
94800 3.143966 1.351388 0.866673
94900 3.143165 1.766102 0.423308
95000 3.143250 0.129778 0.410789
95100 3.143386 0.422522 0.528204
95200 3.143263 2.334252 0.099977
95300 3.143399 0.781580 0.684470
95400 3.143742 1.998753 0.913025
95500 3.143516 2.424091 0.208018
95600 3.143651 2.597669 0.691203
95700 3.143683 0.702232 0.008760
95800 3.143818 1.466867 0.813717
95900 3.143386 0.760751 0.902200
96000 3.143367 1.375298 0.686983
96100 3.143553 0.786188 0.618348
96200 3.143585 0.869446 0.003126
96300 3.143720 1.995145 0.251258
96400 3.143342 1.543109 0.121121
96500 3.143067 2.459595 0.243738
96600 3.143303 0.443229 0.370516
96700 3.143080 2.556858 0.839769
96800 3.143010 2.003686 0.943919
96900 3.142686 1.840978 0.527312
97000 3.142667 2.247906 0.392809
97100 3.142853 2.898817 0.581161
97200 3.143037 2.328150 0.226444
97300 3.142968 1.817740 0.162938
97400 3.143000 1.476307 0.975666
97500 3.142829 1.333064 0.299470
97600 3.143216 1.806495 0.784865
97700 3.143248 0.635697 0.119541
97800 3.143330 2.164608 0.781527
97900 3.143362 1.285665 0.456704
98000 3.142990 1.416339 0.251362
98100 3.143022 0.441453 0.896510
98200 3.143003 1.653305 0.134025
98300 3.142784 1.846617 0.705755
98400 3.142615 2.673344 0.150431
98500 3.142397 1.891915 0.795008
98600 3.142529 2.580552 0.189751
98700 3.142812 1.452990 0.734487
98800 3.142744 1.011894 0.180907
98900 3.142476 1.170022 0.185014
99000 3.142259 0.448989 0.614357
99100 3.142191 1.789513 0.706103
99200 3.142124 0.922460 0.858784
99300 3.142156 0.004515 0.100310
99400 3.142238 0.906288 0.508062
99500 3.142271 1.888172 0.177579
99600 3.142303 0.568286 0.299645
99700 3.142186 0.237796 0.247724
99800 3.142169 0.878004 0.761524
99900 3.142201 1.810467 0.551619
100000 3.142529 0.917980 0.369683
100100 3.142660 0.732329 0.210309
100200 3.142642 2.985036 0.831600
100300 3.142378 1.294959 0.372186
100400 3.142017 2.708064 0.456445
100500 3.141705 0.039995 0.264281
100600 3.141394 1.528223 0.388926
100700 3.141476 2.522072 0.196789
100800 3.141361 2.327221 0.422016
100900 3.141345 1.742064 0.375142
101000 3.141182 0.895788 0.425129
101100 3.141410 0.514938 0.265835
101200 3.141345 0.010586 0.792631
101300 3.141329 0.864435 0.326952
101400 3.141410 0.489985 0.902342
101500 3.141394 0.268820 0.601969
101600 3.141377 3.081223 0.233571
101700 3.141167 1.893403 0.052592
101800 3.141006 1.911933 0.834126
101900 3.141038 2.982892 0.318654
102000 3.140829 0.097269 0.999978
102100 3.140765 2.368867 0.410920
102200 3.140943 0.750725 0.569991
102300 3.140734 1.831814 0.901342
102400 3.140382 2.596483 0.259543
102500 3.140367 2.555897 0.835742
102600 3.140496 0.751860 0.907928
102700 3.140673 2.218220 0.876609
102800 3.140418 0.612068 0.210864
102900 3.140355 2.136068 0.131369
103000 3.140483 1.009221 0.096418
103100 3.140277 0.926892 0.069097
103200 3.140549 1.075624 0.919703
103300 3.141059 0.860725 0.817034
103400 3.140948 1.961682 0.073527
103500 3.141075 0.340625 0.989791
103600 3.141250 0.164012 0.592249
103700 3.141520 0.678578 0.366112
103800 3.141314 1.402255 0.295540
103900 3.141155 2.890563 0.094322
104000 3.140950 1.008030 0.144845
104100 3.140887 1.400654 0.960961
104200 3.141251 2.499224 0.739674
104300 3.141140 1.704653 0.928627
104400 3.140983 0.857382 0.386698
104500 3.141109 0.151086 0.665498
104600 3.141330 1.979567 0.040499
104700 3.141267 0.548082 0.362938
104800 3.141581 2.466011 0.209406
104900 3.141236 0.658730 0.104460
105000 3.141361 0.510436 0.988040
105100 3.140782 2.364721 0.615747
105200 3.140720 1.103263 0.371961
105300 3.140659 2.883426 0.074538
105400 3.140644 0.174926 0.606452
105500 3.140395 1.559071 0.505952
105600 3.140754 0.553510 0.836143
105700 3.141066 0.841347 0.077547
105800 3.140957 1.225827 0.052264
105900 3.140942 3.000239 0.279484
106000 3.140973 1.485624 0.086778
106100 3.141191 2.509859 0.604074
106200 3.141268 0.862349 0.456132
106300 3.141439 1.271537 0.797860
106400 3.141330 0.695657 0.805009
106500 3.141361 1.878610 0.066686
106600 3.141253 0.360606 0.416814
106700 3.141423 1.312282 0.429201
106800 3.141777 2.499554 0.796107
106900 3.141900 0.480347 0.821395
107000 3.141653 2.597167 0.719770
107100 3.141776 1.173312 0.689195
107200 3.141300 2.433587 0.683010
107300 3.141101 1.321868 0.069856
107400 3.141499 2.847749 0.423499
107500 3.141576 2.383883 0.055619
107600 3.141423 2.417742 0.534722
107700 3.141682 2.035075 0.646135
107800 3.141666 2.816130 0.878558
107900 3.141834 2.643119 0.798140
108000 3.141910 2.724419 0.420814
108100 3.141848 2.232952 0.384368
108200 3.141878 1.886644 0.054627
108300 3.141680 2.474307 0.093009
108400 3.141984 2.567606 0.848896
108500 3.141968 1.303388 0.010667
108600 3.141588 2.569288 0.847267
108700 3.141618 1.991386 0.776154
108800 3.141240 1.459062 0.027059
108900 3.141361 0.379992 0.735934
109000 3.141301 1.059336 0.913652
109100 3.141467 0.594230 0.819758
109200 3.141316 0.487230 0.238909
109300 3.141572 3.041381 0.687888
109400 3.141557 0.763544 0.360833
109500 3.141541 2.948254 0.029392
109600 3.141481 0.896728 0.679715
109700 3.141511 2.185876 0.406017
109800 3.141586 0.552642 0.669674
109900 3.141346 2.038517 0.222493
110000 3.141331 2.336225 0.928314
110100 3.141137 0.960221 0.971167
110200 3.140899 1.079924 0.464494
110300 3.140705 1.295982 0.902814
110400 3.140557 2.592858 0.133813
110500 3.140632 0.691617 0.843116
110600 3.140796 2.008023 0.374006
110700 3.140826 2.693184 0.426613
110800 3.141079 2.806103 0.753536
110900 3.140976 0.310718 0.510565
111000 3.141717 0.403496 0.093313
111100 3.141924 0.854448 0.937512
111200 3.141864 2.812464 0.136097
111300 3.142337 0.346649 0.601962
111400 3.142587 0.007150 0.719380
111500 3.143059 2.972138 0.621651
111600 3.142732 1.062547 0.094567
111700 3.142628 0.009349 0.120912
111800 3.142436 2.334579 0.838689
111900 3.142729 0.634826 0.367077
112000 3.142536 0.157357 0.725603
112100 3.142301 1.359464 0.626621
112200 3.141889 0.359063 0.296551
112300 3.141610 1.936001 0.070108
112400 3.142210 3.127195 0.073287
112500 3.142546 2.868914 0.712373
112600 3.142574 1.223918 0.042956
112700 3.142646 2.722867 0.783116
112800 3.142981 1.523054 0.344576
112900 3.142921 1.786231 0.439767
113000 3.142774 2.312895 0.094222
113100 3.143151 0.038254 0.214022
113200 3.143135 0.986569 0.302548
113300 3.143162 0.541536 0.813606
113400 3.143277 2.681278 0.091367
113500 3.143261 1.815470 0.852768
113600 3.143375 2.625168 0.604946
113700 3.143315 0.888407 0.568517
113800 3.143473 0.934932 0.165855
113900 3.143847 1.982017 0.664650
114000 3.144090 2.284921 0.109892
114100 3.143987 2.568812 0.700449
114200 3.143797 2.530828 0.690331
114300 3.143780 2.135107 0.219461
114400 3.143937 1.754340 0.145912
114500 3.143791 1.786438 0.349756
114600 3.143903 0.989458 0.724724
114700 3.143973 1.451855 0.233331
114800 3.143483 0.990091 0.887045
114900 3.143080 1.783347 0.213107
115000 3.143365 2.351443 0.316163
115100 3.143392 1.559143 0.854737
115200 3.143290 1.621886 0.186324
115300 3.143702 2.829214 0.536779
115400 3.143772 1.857096 0.099946
115500 3.143713 1.689930 0.437658
115600 3.143825 0.291003 0.561675
115700 3.144150 0.496924 0.867492
115800 3.143621 1.398328 0.944369
115900 3.143775 1.982590 0.907401
116000 3.144313 2.700136 0.372948
116100 3.144211 0.844780 0.679641
116200 3.143939 1.588247 0.093917
116300 3.143795 2.146164 0.981715
116400 3.143949 1.500662 0.267348
116500 3.143678 1.441790 0.179490
116600 3.143620 1.531805 0.169042
116700 3.143731 0.636814 0.303542
116800 3.143842 2.022190 0.632050
116900 3.143867 0.390161 0.854202
117000 3.143978 0.567240 0.597053
117100 3.143877 2.715222 0.255696
117200 3.143608 0.761590 0.044665
117300 3.143550 1.634856 0.712782
117400 3.143955 0.648509 0.749215
117500 3.143728 1.569428 0.093894
117600 3.143881 1.098909 0.980676
117700 3.143780 2.700883 0.070885
117800 3.143890 1.432470 0.750768
117900 3.144000 0.202601 0.196538
118000 3.143733 0.344445 0.248994
118100 3.143591 1.597832 0.522574
118200 3.143366 1.934310 0.654045
118300 3.143643 0.149191 0.410912
118400 3.143836 0.802794 0.877019
118500 3.143987 0.815347 0.402483
118600 3.143679 1.912202 0.382481
118700 3.143621 2.847422 0.839424
118800 3.143689 1.084642 0.966169
118900 3.143881 2.071715 0.838253
119000 3.143865 0.718337 0.284939
119100 3.143517 2.156210 0.369707
119200 3.143626 2.434885 0.577634
119300 3.143444 0.933404 0.645533
119400 3.143718 0.394804 0.266591
119500 3.143413 1.248933 0.005090
119600 3.143563 0.268726 0.985236
119700 3.143548 2.803495 0.943274
119800 3.142996 2.462125 0.774272
119900 3.142940 0.049078 0.197033
120000 3.142966 1.828568 0.415283
120100 3.142992 0.293393 0.831873
120200 3.143018 2.436036 0.127460
120300 3.143085 2.329972 0.009014
120400 3.143357 2.215954 0.603955
120500 3.143547 3.008271 0.863774
120600 3.143326 1.073398 0.745522
120700 3.143106 1.741343 0.955159
120800 3.142969 0.835340 0.527400
120900 3.142954 1.819600 0.941725
121000 3.142898 1.243225 0.757957
121100 3.142924 1.820076 0.228553
121200 3.142950 1.806269 0.898964
121300 3.142813 1.107326 0.384187
121400 3.142595 1.447499 0.088901
121500 3.142783 0.832799 0.996468
121600 3.142565 2.715475 0.599674
121700 3.142510 2.439065 0.833067
121800 3.142050 2.972095 0.036335
121900 3.142076 0.439699 0.162782
122000 3.141941 1.053386 0.190375
122100 3.142048 0.316847 0.211878
122200 3.142196 0.079864 0.801688
122300 3.142020 1.882809 0.255115
122400 3.142248 0.282932 0.373551
122500 3.142476 2.375012 0.947586
122600 3.142381 1.882431 0.059139
122700 3.142407 2.118073 0.622574
122800 3.142433 1.388120 0.817999
122900 3.142499 0.925300 0.045971
123000 3.142605 0.916654 0.255360
123100 3.142912 0.513411 0.550515
123200 3.142977 2.358849 0.104817
123300 3.142762 2.182896 0.002768
123400 3.143068 2.491767 0.353643
123500 3.142973 0.606785 0.639651
123600 3.142959 2.610012 0.986945
123700 3.142785 1.070534 0.587987
123800 3.142690 2.881896 0.630758
123900 3.142835 2.390023 0.089522
124000 3.142821 1.942354 0.855481
124100 3.142647 2.667672 0.215346
124200 3.142832 0.176020 0.969891
124300 3.142857 2.263256 0.337344
124400 3.142525 2.600666 0.174793
124500 3.142233 2.693046 0.226069
124600 3.142101 2.229770 0.105899
124700 3.142364 2.223116 0.318271
124800 3.142350 1.969473 0.764331
124900 3.142652 0.756620 0.908749
125000 3.142756 1.685481 0.218467
125100 3.143098 0.143943 0.978558
125200 3.143280 2.351726 0.380715
125300 3.143502 0.895531 0.956793
125400 3.143369 2.528714 0.516562
125500 3.143630 2.872977 0.506933
125600 3.143301 0.739864 0.216618
125700 3.143246 2.966552 0.200271
125800 3.143782 1.704040 0.843630
125900 3.143688 1.249063 0.829715
126000 3.143948 0.532443 0.110175
126100 3.143737 1.675278 0.396982
126200 3.143369 0.002867 0.674656
126300 3.143629 2.090865 0.525569
126400 3.143614 1.167508 0.839890
126500 3.143599 0.987567 0.214766
126600 3.143545 0.888967 0.082199
126700 3.143492 0.171705 0.933456
126800 3.143672 2.353734 0.153400
126900 3.143735 2.895026 0.907409
127000 3.143992 0.895887 0.043244
127100 3.144094 0.471556 0.393869
127200 3.144118 3.019352 0.217354
127300 3.144064 2.983338 0.525571
127400 3.144088 0.470999 0.878095
127500 3.144460 1.544571 0.734834
127600 3.144561 1.157845 0.775793
127700 3.144468 2.818343 0.217334
127800 3.144840 0.831842 0.772022
127900 3.144786 0.537347 0.992925
128000 3.144847 1.871812 0.301556
128100 3.144909 0.058500 0.250304
128200 3.145163 3.122851 0.192594
128300 3.144993 1.606208 0.279930
128400 3.145363 1.212062 0.736036
128500 3.145501 0.428419 0.422360
128600 3.145677 1.442654 0.193685
128700 3.145930 2.831460 0.905470
128800 3.145837 2.975646 0.833445
128900 3.145705 2.838941 0.841342
129000 3.145728 0.568322 0.324100
129100 3.145711 0.472333 0.421558
129200 3.145504 1.034727 0.816781
129300 3.145335 1.535634 0.135721
129400 3.145472 1.114576 0.164621
129500 3.145456 2.143405 0.892805
129600 3.145746 0.578314 0.431588
129700 3.145958 2.777371 0.667213
129800 3.145828 1.200661 0.587970
129900 3.145621 1.950735 0.269454
130000 3.145643 1.286463 0.177759
130100 3.145665 2.812569 0.015734
130200 3.145801 1.889843 0.884396
130300 3.145747 1.085349 0.567700
130400 3.146073 2.795593 0.018187
130500 3.145905 1.491618 0.263344
130600 3.146078 1.474407 0.105706
130700 3.146024 0.818088 0.872408
130800 3.146159 0.749076 0.311741
130900 3.146219 2.852263 0.250341
131000 3.146316 3.108713 0.201872
131100 3.146261 0.455168 0.034317
131200 3.146245 2.177881 0.252733
131300 3.145965 1.809671 0.307159
131400 3.145949 2.997879 0.203635
131500 3.145933 1.829315 0.068549
131600 3.145842 2.935696 0.704418
131700 3.145751 2.434578 0.922977
131800 3.145998 2.686818 0.128894
131900 3.146207 2.346049 0.629777
132000 3.146266 0.051879 0.091392
132100 3.145950 2.343902 0.236509
132200 3.145896 0.836897 0.287764
132300 3.145955 2.690114 0.635164
132400 3.145678 0.607481 0.412508
132500 3.145587 0.876732 0.526875
132600 3.145460 0.403825 0.699944
132700 3.145593 2.421112 0.083442
132800 3.145764 1.621077 0.816504
132900 3.145786 2.465824 0.640618
133000 3.145844 0.474092 0.119358
133100 3.145828 0.082819 0.002643
133200 3.146184 1.640387 0.841107
133300 3.146317 1.562490 0.966782
133400 3.146264 0.574315 0.415774
133500 3.146359 2.548286 0.156080
133600 3.146491 0.736561 0.296460
133700 3.146845 2.869604 0.528108
133800 3.146828 2.983117 0.687491
133900 3.146923 1.623294 0.653409
134000 3.146870 2.269112 0.789736
134100 3.146964 1.545043 0.075449
134200 3.146984 2.092569 0.666755
134300 3.146857 2.362220 0.198233
134400 3.147099 3.124983 0.265612
134500 3.146935 2.004099 0.072079
134600 3.146882 2.100029 0.114044
134700 3.146829 0.756019 0.260932
134800 3.146959 1.037761 0.009233
134900 3.147163 0.503566 0.899359
135000 3.147440 0.604262 0.724627
135100 3.147680 0.325471 0.836824
135200 3.147883 1.273338 0.070200
135300 3.147866 0.708230 0.324375
135400 3.148252 2.375938 0.408103
135500 3.148381 2.472349 0.318250
135600 3.148400 0.986927 0.300976
135700 3.148419 2.896769 0.657759
